PRICING_EFFECTIVE_DATE,PRICING_END_DATE,SALES_CHANNEL_TYPE,CUSTOMER_TYPE_CODE,ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
2021-08-21 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,98049,PESSAC LEOGNAN - LE CLARENCE DE HAUT BRION ROUGE 2018,6.96852E+11,0.75,1,13,350,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,125977,ROCK TOWN - ARKANSAS RYE WHISKEY,8.58495E+11,0.75,1,46,100.99,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Rose Wine,CANADA,221069,PELLER FAMILY VINEYARDS - ROSE,48162010116,4,1,10.5,41.99,3
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,South Africa Wine,South Africa Red Wine,SOUTH AFRICA,315069,CABERNET SAUVIGNON - FLAGSTONE POETRY,5.01013E+12,0.75,1,14,12.49,0
2023-07-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,362783,MARGAUX - CHATEAU RAUZAN SEGLA 2020,3.77002E+12,0.75,1,13,235,NA
2023-07-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,371540,PESSAC LEOGNAN - LE CLARENCE DE HAUT BRION ROUGE 2020,6.96852E+11,0.75,1,13,380,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,398311,MORTLACH - SPECIAL RELEASE 2022,88076187801,0.75,1,57.8,439.99,NA
2023-04-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,413995,PINOT NOIR - DUMOL WESTER REACH 2021,8.1446E+11,0.75,1,13.8,139.99,0
2023-03-05 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,456582,GEWURZTRAMINER - HUGEL ESTATE,3.30037E+12,0.75,1,14.8,48.99,1
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Rum,Amber Rum,CUBA,530634,HAVANA CLUB - ANEJO RESERVA,8.50111E+12,1.14,1,40,42.99,NA
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,588681,ALEXANDER KEITH'S - INDIA PALE ALE CAN,62067121371,0.355,15,5,32.29,NA
2020-09-06 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Sake,Japan Sake,JAPAN,853143,KUBOTA JUNMAI DAIGINJO MANJYU,4.98428E+12,1.8,1,15,187.99,0
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy White Wine,ITALY,958900,SICILIA GRILLO - NICOSIA VEGAN ORGANIC VEGAN,8.00101E+12,0.75,1,12.5,21.99,0
2016-09-16 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,963538,CHATEAU MALARTIC LAGRAVIERE BLANC 2013,,0.75,1,13,95,0
2023-09-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Fortified Wine,Other Fortified Import Wine,FRANCE,356,DUBONNET - ROUGE,3.16393E+12,0.75,1,14.8,17.49,7
2023-01-29 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,89373,BRUNELLO DI MONTALCINO - CIACCI PICCOLOMINI PIANROSSO 2015,7.95898E+11,0.75,1,14.5,159.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Spirits,Whisky,Flavoured Whisky,UNITED STATES OF AMERICA,96923,SKREWBALL - PEANUT BUTTER WHISKEY,8.60265E+11,0.75,1,35,46.99,NA
2021-08-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,98101,ST ESTEPHE - CHATEAU PHELAN SEGUR 2018,,0.75,1,13,110,NA
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Rum,Amber Rum,BARBADOS,123422,MOUNT GAY - ECLIPSE,9.50101E+12,0.75,1,40,32.99,0
2023-10-29 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Import Beer,Europe Beer,IRELAND,296244,GUINNESS PUB DRAUGHT CAN,83820123609,0.44,4,4.2,13.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile Red Wine,CHILE,391450,PINOT NOIR - MONTGRAS RESERVA,7.80441E+12,0.75,1,14,14.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,487411,ALSACE GEWURZTRAMINER - FE TRIMBACH RESERVE,3.76011E+12,0.75,1,14.5,57.99,0
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Vodka,Flavoured Vodka,CANADA,562561,SMIRNOFF - RASPBERRY,82000767282,0.75,1,35,25.99,NA
2017-09-04 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,697201,CHATEAU LA GAFFELIERE 2014,3.76018E+12,0.75,1,13,95,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Liqueurs,Fruit Liqueurs,CANADA,53611,ORANGE AND BRANDY - MCGUINNESS,48415346245,0.75,1,35,26.99,NA
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Irish Whiskey,IRELAND,86374,CLONAKILTY - SINGLE BATCH DOUBLE OAK IRISH WHISKEY,8.16136E+11,0.75,1,43.6,79.99,NA
2021-08-23 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,97962,ST JULIEN - CHATEAU GLORIA 2018,,0.75,1,13,100,NA
2023-10-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile Red Wine,CHILE,126235,CABERNET SAUVIGNON - PEREZ CRUZ RESERVA,8.5813E+11,0.75,1,13.5,17.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,250900,ERMITAGE BLANC - CHAPOUTIER L'ERMITE 2019,3.39118E+12,0.75,1,14,760,0
2023-12-07 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Germany Wine,Germany Red Wine,GERMANY,375871,RHEINGAU PINOT NOIR TROCKEN - BALTHASAR RESS,4.01885E+12,0.75,1,13.4,48.99,0
2023-08-18 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,377909,GLENFARCLAS - FAMILY CASK 1980 S22 CASK 1939,5.01807E+12,0.7,1,46.7,2355,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Rum,Dark Rum,UNITED STATES OF AMERICA,415120,BACARDI - OCHO GIFT TUBE,80480988203,0.75,1,40,35.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,454270,DEAD FROG - RASPBERRY WARHEAD IMPERIAL SOUR TALL CAN,6.96852E+11,0.473,4,9,12.87,NA
2023-06-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,457479,MOULIS - CHATEAU POUJEAUX 2020,,0.75,1,13,70,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,470308,GLENMORANGIE - A TALE OF FOREST,5.01049E+12,0.75,1,46,124.99,NA
2023-11-26 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Grape and Fruit Brandy,Cognac,FRANCE,612572,MARTELL - VS SINGLE DISTILLERY FINE COGNAC,80432400814,0.75,1,40,71.99,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Chile Wine,Chile Red Wine,CHILE,771394,CARMENERE - SAN PEDRO 1865 SINGLE VINEYARD MAULE 2020,7.8043E+12,0.75,1,14.5,25.99,0
2020-01-26 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,919464,CHASSAGNE MONTRACHET 1ER MORGEOT - LUCIEN LE MOINE 2013,6.2699E+11,0.75,1,13.5,185.99,0
2023-09-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,28121,CULMINA - R AND D CHARDONNAY,63657042083,0.75,1,14,19.99,0
2024-01-07 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,101967,BOWMORE - VAULT 1ST EDITION,5.0105E+12,0.7,1,51.5,175.99,NA
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Rose Wine,FRANCE,107967,MEDITERRANEE - MAISON NO 9 ROSE,8.18252E+11,0.75,1,12.5,29.99,0
2022-10-02 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,126072,CHATEAU DU GLANA 2016,3.76015E+12,0.75,1,13,55,NA
2023-06-04 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,148668,CASTEL DEL MONTE - TORMARESCA BOCCA DI LUPO,8.02653E+12,0.75,1,14,106.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,250999,ERMITAGE - CHAPOUTIER LE PAVILLON 2019,3.39118E+12,0.75,1,14.5,479.99,0
2024-01-06 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,356009,BOURGOGNE ALIGOTE - PROSPER MAUFOUX,3.49133E+12,0.75,1,13,32.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Refreshment Beverages,Coolers,Spirit Coolers,CANADA,444115,WHITE CLAW - VARIETY PACK 30 CAN,8.48819E+11,0.355,30,5,56.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,531454,OKANAGAN CRUSH PAD - FREE FORM PINOT GRIS,6.2699E+11,0.75,1,13,29.97,0
2017-09-04 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Fruit and Dessert Wine,FRANCE,761213,CHATEAU DOISY DAENE 2014,3.76002E+12,0.375,1,13,45,NA
2023-10-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Australia Wine,Australia Red Wine,AUSTRALIA,779272,SHIRAZ - MOLLYDOOKER THE BOXER 2019,9.33698E+12,0.75,1,16,35.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Canadian Whisky,CANADA,125,CANADIAN CLUB - PREMIUM,80686821311,1.14,1,40,34.49,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Australia Wine,Australia Red Wine,AUSTRALIA,156486,CABERNET SAUVIGNON - PETER LEHMANN THE BAROSSAN,9.31191E+12,0.75,1,14.5,24.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,199367,CHARDONNAY - BREAD AND BUTTER 2019,8.50832E+11,0.75,1,13.6,22.99,0
2024-01-17 0:00,9999-12-31 0:00,RETAIL,COU,Refreshment Beverages,Coolers,Spirit Coolers,CANADA,354016,CUTWATER - MARGARITA CAN,62067421747,0.355,4,12.5,17.99,NA
2022-01-19 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,377978,MACALLAN - MASTERS OF PHOTOGRAPHY 5 RED,8.12066E+11,0.75,1,46.6,4100,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Import Beer,Europe Beer,PORTUGAL,417273,QUINAS - LAGER CAN,5.60026E+12,0.5,6,5,14.99,NA
2020-11-04 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,438556,BAROLO - LUIGI EINAUDI CANNUBI 2016,6.2699E+11,0.75,1,14.5,145.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,451082,NORTH BRITISH - 25 YEAR OLD OLD PARTICULAR DOUGLAS LAING,5.01422E+12,0.7,1,48.9,190.99,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,469984,BOLGHERI - LE SERRE NUOVE ORNELLAIA 2020,8.18201E+11,6,1,13.5,875,0
2022-05-11 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,489388,CORTON BRESSANDES GRAND CRU - CHANDON DE BRIAILLES,3.7601E+12,0.75,1,13,245.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,615732,NK'MIP - DREAMCATCHER 2020,8.36909E+11,0.75,1,13,24.99,1
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,651596,CABERNET SAUVIGNON - JOSEPH PHELPS NAPA ESTATE 2019,10465208903,0.75,1,14.5,139.99,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,652735,STEAMWORKS - PALE ALE TALL CAN,1.85902E+11,0.473,1,5.2,2.79,NA
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Gin,Dry Gin,CANADA,884460,URBAN DISTILLERIES - PAUL'S TOMB GIN,8.8576E+11,0.75,1,40,26.99,NA
2023-11-26 0:00,9999-12-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,207396,GRAND DURIF - CAYMUS SUISUN,17224710004,0.75,1,15,70.99,0
2023-10-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,253872,BENRIACH 16 YEAR OLD,5.06009E+12,0.7,1,43,199.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,370833,BODACIOUS - SMOOTH WHITE,63657031766,0.75,1,12.5,10.49,1
2023-09-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,376189,LAPHROAIG - 25 YEAR OLD CASK STRENGTH 2023,5.01002E+12,0.7,1,47.3,749.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Beer,Import Beer,Europe Beer,NETHERLANDS,392290,HOLLANDIA PREMIUM LAGER CANS,8.7148E+12,0.44,6,5,12.79,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,404160,MCCLELLANDS - ISLAY,5.0105E+12,0.75,1,40,48.49,NA
2022-03-06 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC Red Wine,CANADA,567412,CEDARCREEK - PINOT NOIR 2020,7.78913E+11,0.75,1,13.4,30.99,0
2023-04-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Fortified Wine,Vermouth Wine,FRANCE,656876,NOILLY PRAT - EXTRA DRY,80480002176,0.75,1,18,15.49,2
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,826941,PESSAC LEOGNAN BLANC - CHATEAU HAUT BRION 2012,6.2699E+11,0.75,1,13,1300,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Spirits,Vodka,Flavoured Vodka,SWEDEN,7823,ABSOLUT - VANILIA,7.31204E+12,0.75,1,38,26.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,33170,PABST BLUE RIBBON - CAN,56910403233,0.355,24,4.9,38.49,NA
2021-07-15 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,97202,POMEROL - CHATEAU ROUGET 2018,3.60905E+12,0.75,1,13,120,NA
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,99911,RIESLING - DOMAINE ZIND HUMBRECHT GRAND CRU BRAND 2018,3.76016E+12,0.75,1,13.5,135.99,1
2020-10-25 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,103156,PAUILLAC - CHATEAU DUHART MILON 2017,6.2699E+11,0.75,1,13,160,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,107873,SAUVIGNON BLANC - DUCK HUNTER 2020,8.11728E+11,0.75,1,13,24.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,110497,STELLA ARTOIS TALL CAN,62067382161,0.473,4,5,10.97,NA
2019-08-17 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,119988,DOMAINE DE CHEVALIER BLANC 2016,,0.75,1,13,200,NA
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,233781,RED TRUCK - AMBER ALE 8 CANS,8.58054E+11,0.355,8,5.2,15.99,NA
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Australia Wine,Australia White Wine,AUSTRALIA,286898,CHARDONNAY - JACOB'S CREEK CLASSIC,9.30073E+12,0.75,1,12.8,11.99,0
2023-09-29 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,306642,BOWMORE - 20 YEAR OLD 2001 SINGLE CASK 102 LMDW ARTIST #12,3.7006E+12,0.7,1,54.8,1999.99,NA
2023-04-30 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Canadian Whisky,CANADA,316813,SHELTER POINT DISTILLERY - 10 YEAR OLD SINGLE MALT,8.14464E+11,0.75,1,46,109.99,NA
2023-10-14 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,353579,TOMINTOUL - 40 YEAR OLD SINGLE MALT SCOTCH WHISKY,5.02135E+12,0.7,1,43.1,10750,NA
2022-11-06 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,389481,ST EMILION - CHATEAU LA TOUR FIGEAC 2019,3.76E+12,0.75,1,13,100,NA
2023-04-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,463091,CABERNET SAUVIGNON - ROBERT MONDAVI NAPA OAKVILLE 2019,86003061927,0.75,1,15,112.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,502120,HIGHLAND PARK - FREYA,87236400835,0.75,1,51.2,400,NA
2023-07-02 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,821124,SAINT JOSEPH - JEAN LOUIS CHAVE 2020,3.76005E+12,0.75,1,14.5,129.99,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,69047,CABERNET SAUVIGNON - THREE THIEVES CALIFORNIA,8.94509E+11,0.75,1,13.5,17.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Portugal Wine,Portugal Red Wine,PORTUGAL,104579,LISBOA RED BLEND - CASA SANTOS LIMA,6.2699E+11,3,1,13,35.99,0
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,New Zealand Wine,New Zealand Red Wine,NEW ZEALAND,111302,PINOT NOIR - OYSTER BAY MARLBOROUGH 2021,9.41555E+12,0.75,1,13.5,23.99,0
2023-01-29 0:00,9999-12-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,112946,ZINFANDEL - LIBERTY SCHOOL CALIFORNIA 2013,6.57892E+11,0.75,1,13.5,14.49,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Spirits,Whisky,Irish Whiskey,IRELAND,162043,THE SEXTON - SINGLE MALT IRISH WHISKEY,8.11538E+11,0.75,1,40,48.99,NA
2021-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Argentina Wine,Argentina Rose Wine,ARGENTINA,237245,ARGENTINA ROSE - AMENNI,7.79031E+12,0.75,1,11.7,6.97,1
2023-11-03 0:00,9999-12-31 0:00,RETAIL,COU,Refreshment Beverages,Coolers,Spirit Coolers,CANADA,354558,HECTOR'S - HARD PEACH PUNCH TALL CAN,6.93852E+11,0.473,1,7,2.99,NA
2023-12-31 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Fortified Wine,Port Wine,PORTUGAL,533364,DOW'S - LATE BOTTLED VINTAGE 2013,5.01087E+12,0.75,1,20,25.99,8
2023-10-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Tequila,Gold Tequila,MEXICO,576744,EL JIMADOR - REPOSADO,7.44607E+11,0.375,1,40,26.99,NA
2022-01-30 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,585745,QUAILS GATE - GEWURZTRAMINER 2022,7.78856E+11,0.75,1,14,19.99,1
2022-12-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,856922,CHATEAUNEUF DU PAPE - CLOS SAINT JEAN DEUS EX MACHINA,3.76001E+12,0.75,1,16,149.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,FRANCE,37333,CHARTREUSE - GREEN,3.02348E+12,0.375,1,55,49.99,NA
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,47691,SAUVIGNON BLANC - VILLA MARIA EARTH GARDEN ORGANIC,9.41442E+12,0.75,1,12,21.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,58545,MAC AND FITZ - SHIFT'S END WHITE,7.78913E+11,0.75,1,13,10.97,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,109510,JOHNNIE WALKER - BLUE LABEL LEGENDARY EIGHT,88076184763,0.75,1,43.8,600,NA
2023-06-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,117901,ST JULIEN - CHATEAU GRUAUD LAROSE 2017,3.60905E+12,0.75,1,13,155,NA
2021-07-28 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,143011,PAUILLAC - CHATEAU MOUTON ROTHSCHILD 2018,,0.75,1,13,1500,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Refreshment Beverages,Coolers,Spirit Coolers,CANADA,150885,TWISTED TEA - ORIGINAL HARD ICED TEA 12 CAN,87692007432,0.355,12,5,24.99,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Refreshment Beverages,Coolers,Spirit Coolers,CANADA,180153,G AND W - NUTRL VODKA SODA GRAPEFRUIT CAN,6.28056E+11,0.355,6,5,14.99,NA
2021-03-07 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,198336,BEAUNE - 1ER CRU CUVEE ROUSSEAU-DESLANDES 2018,6.2699E+11,1.5,1,13.5,399.99,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,199594,PINOT NOIR - BREAD AND BUTTER 2019,8.50832E+11,0.75,1,13.6,22.99,0
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Canada - BC,Canada - BC White Wine,CANADA,321604,GRAY MONK - RIESLING 2022,7.78829E+11,0.75,1,11.8,20.99,2
2023-08-27 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,324231,BOLGHERI SUPERIORE - ORNELLAIA 2020,8.18201E+11,0.75,1,14,290.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,378695,CHATEAUNEUF DU PAPE - BEAUCASTEL 2004,6.33135E+11,1.5,1,14.5,269.99,0
2023-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France White Wine,FRANCE,415816,CHEVALIER MONTRACHET GRAND CRU - PHILIPPE COLIN 2020,3.7602E+12,0.75,1,14,540,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,Australia Wine,Australia White Wine,AUSTRALIA,419856,CHARDONNAY - PETER LEHMANN THE BAROSSAN,9.31191E+12,0.75,1,12.5,19.97,0
2023-10-29 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Italy Wine,Italy Red Wine,ITALY,480123,BARBARESCO - SOTTIMANO BASARIN,8.03277E+12,0.75,1,14.5,125.99,0
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Spirits,Gin,Dry Gin,UNITED KINGDOM,610790,FORDS GIN - LONDON DRY GIN,91037027078,0.75,1,45,38.99,NA
2024-03-03 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Rum,Amber Rum,CUBA,53140,HAVANA CLUB - 7 YEAR OLD,8.50111E+12,0.75,1,40,37.49,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Spirits,Rum,Spiced Rum,CANADA,125351,LAMB'S - SPICED RUM,48415541213,0.75,1,35,23.49,NA
2019-08-17 0:00,9999-12-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,125388,DOMAINE DE CHEVALIER 2016,,0.75,1,13,160,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,France Wine,France Red Wine,FRANCE,153679,ST ESTEPHE - CHATEAU PHELAN SEGUR 2017,3.66421E+12,0.75,1,13,80,NA
2022-04-01 0:00,9999-12-31 0:00,RETAIL,COU,Wine,Spain Wine,Spain Rose Wine,SPAIN,172973,ALICANTE MONASTRELL ROSE - VERMADOR ORGANIC VEGAN,8.437E+12,0.75,1,13.5,15.49,0
2024-01-28 0:00,9999-12-31 0:00,RETAIL,COU,Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,ITALY,277954,CAMPARI,81375100670,0.75,1,25,32.49,NA
2024-03-03 0:00,2024-03-31 0:00,RETAIL,COU,Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,300368,SAUVIGNON BLANC - WHITEHAVEN MARLBOROUGH,9.41858E+12,0.75,1,12.5,19.99,0
